pathway	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
PWY-6876	163.6466	12.9924	104.8429	99.6744	109.6111	432.418	79.8846	29.9726	0.0	0.0	199.8906	99.1247	910.6078	248.3114	535.9516	40.3083	186.0742	5.9993	256.2617	403.6511	268.4711	454.6082	774.9079	949.6345	isopropanol biosynthesis
PWY-6891	5758.0975	3335.6196	8724.5469	5585.6435	5223.0088	5033.725	6526.7428	12567.6023	1917.9047	5890.3793	6100.12	4012.4301	5824.6499	7381.5829	3505.7633	5582.0854	4400.8315	7241.2357	2084.2937	4380.106	7444.9195	7104.8199	3208.3892	5768.9726	thiazole biosynthesis II (Bacillus)
PWY-6892	35776.4463	23841.048	30088.2041	31700.0501	43477.2921	46741.4153	32173.6697	45259.4984	24388.3386	18485.5496	34406.3452	35282.6523	32324.6287	31245.3524	24731.4292	29789.5569	36747.8971	29570.7589	32323.629	35273.117999999995	33034.1023	31127.0211	32507.9148	25293.162	thiazole biosynthesis I (E. coli)
PWY-6895	14725.0315	11338.8345	16368.9946	16972.6584	16330.3361	16649.2323	16569.0191	29298.8751	7625.651	13088.786	17845.841	13137.4434	14701.1508	20083.8731	10814.2555	15279.8369	13867.2086	18131.6081	8251.3115	14816.6678	20074.8514	17930.1287	11419.0373	13522.6409	superpathway of thiamin diphosphate biosynthesis II
PWY-6897	31920.2762	27811.4264	31634.9037	33330.6706	33488.3747	37467.1878	25907.93	42394.2249	28828.1778	18070.6019	32909.9885	29340.1945	27007.9287	34285.4359	21998.9702	26452.6216	28983.2537	28570.656000000003	30595.5401	34822.1557	33723.1848	28103.5956	30487.5489	24380.5092	thiamin salvage II
PWY-6901	20723.0632	20303.9698	16525.6582	29562.7323	35069.4795	37927.5844	22924.3871	32577.8931	28922.0115	12338.7819	31685.3259	31387.7255	24853.9662	29063.3037	17315.0213	17414.1656	27241.8166	25689.6558	27090.547000000002	30789.7157	27718.7023	24443.1088	29574.6301	19077.6744	superpathway of glucose and xylose degradation
PWY-6906	0.0	9.4785	0.0	91.6518	0.0	0.0	0.0	16.0263	0.0	237.9187	0.0	19.6404	0.0	0.0	28.8223	0.0	37.4083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chitin derivatives degradation
PWY-6969	33025.4579	28307.4544	26197.5942	39422.1374	36571.4549	43663.640999999996	33827.6064	48644.1205	39122.211	20720.8638	41346.5414	38428.7833	26976.5651	37229.1178	24509.4143	30139.3969	31281.5546	34987.5878	38915.7872	37940.5799	35315.2192	32182.6359	34828.8979	20394.7257	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)
PWY-7003	1269.598	89.1383	891.4646	2468.3731	589.3934	4224.2881	578.8506	89.9836	386.4439	4960.8315	1061.0991	515.4583	3654.0704	1269.7637	201.8726	218.6642	1328.6737	8506.4224	790.4265	160.1956	345.5309	61.5777	2043.5186	810.2864	glycerol degradation to butanol
PWY-7007	11.8735	0.0	0.0	0.0	42.9452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	methyl ketone biosynthesis
PWY-7013	610.9468	129.0297	89.916	2703.8338	585.256	3416.3131	927.5848	186.0503	998.0341	35.9768	1117.0159	316.1653	539.9416	1213.5911	612.7123	701.1781	615.8664	772.3989999999999	364.2346	642.8121	146.7325	879.8032	340.5794	1003.0381	L-1,2-propanediol degradation
PWY-7031	0.0	2.5714	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	2.3158	3.8956	0.0	0.0	2.9784	0.0	0.0	0.0	0.0	0.0	3.6916	0.0	4.8	0.0	protein N-glycosylation (bacterial)
PWY-7090	301.0634	0.0	122.7194	365.8966	56.3893	0.0	680.7075	58.3862	92.7593	0.0	237.2136	406.0075	561.5838	155.7537	101.3573	376.8666	407.0938	221.6226	254.6017	52.0636	53.7958	149.2614	92.8944	264.9605	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis
PWY-7094	17.6234	0.0	1747.112	0.0	144.806	0.0	71.1547	52.4073	0.0	0.0	0.0	0.0	0.0	50.6705	22.9717	51.7301	680.9486	1470.1883	1581.5702	0.0	1269.3192	34.4907	52.7588	0.0	fatty acid salvage
PWY-7111	54240.4415	31631.9565	47842.7885	47659.5432	52251.0418	53197.5783	46592.2752	52077.89599999999	52714.3708	25131.07	53798.3771	55460.647000000004	51338.7105	44090.6534	41770.6768	44566.0551	46507.4606	42238.5008	41164.8402	45783.3988	46277.0936	47795.1631	49120.4239	44346.4075	pyruvate fermentation to isobutanol (engineered)
PWY-7159	0.0	2.0358	70.0395	0.0	0.0	0.0	0.0	126.4063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.506	0.0	0.0	0.0	0.0	0.0	2.3105	0.0	chlorophyllide a biosynthesis III (aerobic, light independent)
PWY-7184	19033.1111	13851.0626	14136.7372	24923.4026	20533.4478	19782.3158	16386.1574	23128.5097	19224.0176	13362.4729	18356.4613	20543.6066	16131.3919	20148.4393	15161.3751	19127.6976	14192.1316	21534.2875	21337.1761	17878.3621	21631.3946	14980.317	23130.5053	9036.9714	pyrimidine deoxyribonucleotides de novo biosynthesis I
PWY-7187	24019.9299	15069.6452	19332.1799	26672.9032	23054.3073	22041.7966	21052.8349	24988.7344	22136.3966	13227.6026	21741.0741	24707.4851	21411.4737	22783.3115	18893.7161	22815.2379	20134.1092	23858.0171	23580.3778	20471.9049	24274.7841	20629.0674	25764.4257	14401.6814	pyrimidine deoxyribonucleotides de novo biosynthesis II
PWY-7196	25493.4575	26243.466	19976.4784	38157.4281	37679.7784	44087.2217	22787.1262	46266.5451	30348.6154	15472.4541	29761.6232	30103.3921	23244.0859	31514.8113	21975.4019	26870.7529	20096.828	29537.202	30418.1184	32581.0422	36016.5938	21349.0625	35632.315	13133.114	superpathway of pyrimidine ribonucleosides salvage
PWY-7197	18593.3383	18395.3087	13634.7601	27477.2707	25377.8419	31632.7002	15383.5969	35022.0361	18133.1104	12826.8372	17649.4619	19105.2473	15251.1056	20409.8937	14630.906	18772.0535	13135.1811	19364.4204	21365.8436	20836.2092	23753.4499	13978.1305	24403.4995	8548.6221	pyrimidine deoxyribonucleotide phosphorylation
PWY-7198	406.6315	793.8942	1415.6771	2930.393	1334.5387	2127.6903	2969.5737	1752.8125	1188.8229	228.2866	1155.4464	2469.3863	935.8674	2299.3195	1438.1931	1151.6433	638.4127	2243.8882	211.955	1824.1789999999999	2212.3253	592.0665	2805.8804	1420.6674	pyrimidine deoxyribonucleotides de novo biosynthesis IV
PWY-7199	23772.3335	21675.019	22048.1792	29585.1532	31746.4472	35879.7198	25431.2565	35558.7375	30415.0194	10201.0374	31825.3231	30800.8573	27807.6156	29402.7092	22106.1496	22842.5397	28341.2896	27267.8576	24423.404	32233.8211	31181.9695	30940.2584	28853.4879	25315.1073	pyrimidine deoxyribonucleosides salvage
PWY-7200	19476.9903	15311.8353	15612.7372	25615.8772	22674.7147	23312.764	18032.6845	26175.8158	20225.2823	11222.778	20376.3057	22332.4869	18488.9744	21597.3619	16634.588	19676.0931	16717.5713	21692.8851	21283.2114	20581.2776	23161.1423	18010.5782	23814.9049	11778.4843	superpathway of pyrimidine deoxyribonucleoside salvage
PWY-7208	48154.3362	31949.5473	45587.7818	45191.6384	48764.5632	50464.5837	42215.1046	51339.0665	48608.254	20519.8849	47853.7134	50040.5011	46099.6326	43374.5067	38464.4932	42057.9279	47068.2395	44869.3973	40168.1956	44691.3698	49337.6698	47630.6613	46544.6718	42261.1473	superpathway of pyrimidine nucleobases salvage
PWY-7209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.4901	0.0	0.0	0.0	0.0	156.2792	146.4358	0.0	0.0	0.0	0.0	0.0	0.0	92.09	0.0	superpathway of pyrimidine ribonucleosides degradation
PWY-7210	575.2385	1100.5732	1922.358	3961.515	1841.2149	2872.4907	3874.86	2410.3349	1639.1208	323.613	1592.3505	3317.8668	1296.6949	3092.8961	1961.1998	1598.2018	889.4580000000001	3040.6312	301.2661	2463.4848	2994.3016	827.9766	3770.2293	1864.445	pyrimidine deoxyribonucleotides biosynthesis from CTP
PWY-7211	13676.8244	9926.6582	13142.3036	18122.3796	6345.1186	5078.373	13432.0786	28362.1621	18183.5375	15155.9726	8936.8232	12419.4624	11487.4581	15966.9118	13348.5221	20824.7621	12202.6905	14816.8102	18192.5472	14234.9731	17298.2525	14063.2048	18731.4102	8134.6699	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis
PWY-7219	48945.8808	32448.4596	45161.1824	45280.2299	49741.712	51639.7869	42524.9399	51454.7039	49477.5477	20582.1861	48721.4087	50001.3691	45776.861	44576.3525	37874.4519	42082.5157	46905.052	43849.1479	40498.1157	45779.1832	49651.4622	46431.6328	46564.9951	41185.9852	adenosine ribonucleotides de novo biosynthesis
PWY-7220	44563.4045	32395.8937	37406.3854	44979.3567	43141.8829	42643.6306	39348.2297	41573.348	54880.7863	23019.6598	41811.0368	47559.108	41418.1016	40383.1386	34349.3974	35103.3157	41474.6771	43165.3277	35235.8088	38175.9357	44173.644	46039.1217	43900.181	34051.6381	adenosine deoxyribonucleotides de novo biosynthesis II
PWY-7221	43194.0167	30633.7188	40988.3853	42089.9339	46596.1126	48007.0402	38271.9372	46885.6828	46870.9991	19528.8331	45184.2793	46070.342000000004	41933.6836	41742.552	34474.4653	37455.6296	41961.4655	40370.4836	38270.1624	42910.7045	44934.9193	42905.642	43522.5518	36883.8671	guanosine ribonucleotides de novo biosynthesis
PWY-7222	44563.4045	32395.8937	37406.3854	44979.3567	43141.8829	42643.6306	39348.2297	41573.348	54880.7863	23019.6598	41811.0368	47559.108	41418.1016	40383.1386	34349.3974	35103.3157	41474.6771	43165.3277	35235.8088	38175.9357	44173.644	46039.1217	43900.181	34051.6381	guanosine deoxyribonucleotides de novo biosynthesis II
PWY-7228	23909.3884	23934.6344	18232.3788	34154.8871	33227.3435	37825.8593	20678.6921	39885.9988	27644.5576	16576.8063	25826.5908	26702.8931	20684.0786	28193.9695	19378.7071	23896.4316	18062.7539	27158.7929	28222.2602	28355.2407	31605.5607	19192.8645	31692.3346	11642.0261	superpathway of guanosine nucleotides de novo biosynthesis I
PWY-7229	47599.7814	32610.9332	42928.6947	45499.0496	48048.0686	49320.865	41806.3574	48304.1301	51275.2416	21671.8318	47090.0722	49721.6444	44996.98	43597.4503	37291.8356	40187.2671	45567.1882	43918.8275	39098.0884	43686.4255	48225.2622	46679.8932	46240.0759	39540.9644	superpathway of adenosine nucleotides de novo biosynthesis I
PWY-7234	3900.2743	5573.9117	8871.2854	9981.9289	3698.1882	677.1361	6271.7973	5881.1521	9508.8928	7369.1411	4359.8083	7127.3329	10317.4018	7906.3317	7217.2532	9483.9488	6755.604	15673.0368	5326.7784	6074.1987	11293.8613	9957.8855	14640.1647	5760.3324	inosine-5'-phosphate biosynthesis III
PWY-7237	2915.83	2996.33	2467.75	5480.5	4494.5	3925.0	3909.3	4761.0	4232.5	2819.0	9472.08	8084.67	2389.5	6274.25	2888.5	3037.02	7849.83	5404.5	4711.0	7882.0	3061.1	6019.25	4377.1	6324.58	myo-, chiro- and scillo-inositol degradation
PWY-7242	22817.0238	28504.6267	21476.6443	29107.921000000002	38138.377	46216.5149	26536.7847	44495.6176	36351.3407	11941.8663	36521.3922	33860.4638	29079.209	33535.0584	22505.3047	22455.7471	31819.3612	28557.7889	28751.1079	35076.7237	30204.5291	28459.917	31298.5075	21378.22	D-fructuronate degradation
PWY-7254	2679.2115	940.0689	642.3773	9824.985	3551.2082	9287.3733	2612.9719	11371.6564	1609.6358	6749.4895	893.7888	4354.977	549.6089	920.6373	4278.3122	1953.4995	1176.5583	3316.4072	1587.9023	590.5312	2657.2591	1011.4013	1560.5019	4291.8758	TCA cycle VII (acetate-producers)
PWY-7286	314.0764	0.0	0.0	0.0	0.0	0.0	548.5847	0.0	0.0	0.0	0.0	0.0	0.0	307.3783	31.9921	34.6583	18.6645	47.9844	161.1424	0.0	13.3323	32.6599	0.0	3.9999	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis
PWY-7315	2165.7253	1393.1051	2580.7939	2669.4179	6774.8507	2626.9717	6005.776	2619.4379	2548.7053	13437.0325	2697.52	5911.393	2496.8336	3808.5757	1180.9964	4694.2236	2951.7821	4436.8825	7202.9981	1436.7805	2625.0563	689.4648	2963.6077	1537.9558	dTDP-N-acetylthomosamine biosynthesis
PWY-7316	0.0	5.9994	0.0	0.0	0.0	15.997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	dTDP-N-acetylviosamine biosynthesis
PWY-7323	22248.943	24447.7671	15046.9312	27874.4721	27012.9573	35748.4775	24651.7638	38635.3683	24949.801	12567.1093	26769.1269	25791.7851	20574.2166	30463.837000000003	18066.2055	21110.5317	26629.0608	26480.8913	26401.1367	30070.61	30792.6445	22094.0876	24853.022	16518.4487	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis
PWY-7328	10090.2404	7067.7519	4205.101	8235.6012	3704.7788	14742.2039	5903.3877	3548.6386	8223.3819	7987.9499	10815.4572	4062.6391	7631.1503	7304.4629	3110.5864	4359.4069	3895.34	6371.973000000001	14244.5218	7717.3311	7451.8407	4791.2972	7147.7975	8304.9815	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis
PWY-7332	1233.9297	2466.9552	2584.4394	4759.3418	371.9187	239.481	3886.3696	201.0578	290.4846	0.0	783.8573	1478.3355	3625.0057	565.9136	372.663	2864.6198	1601.5155	979.6668	3215.099	157.3241	208.3434	564.1876	366.1062	7124.3365	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis
PWY-7347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.836999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sucrose biosynthesis III
PWY-7371	1889.8898	148.7923	1276.4207	1030.8768	468.5	0.0	949.3632	6058.4819	691.9887	420.0	613.8123	226.6047	1380.8679	2326.1388	1167.5168	1817.0203	1478.0507	1456.7092	599.447	1900.0	1552.3845	2831.5537	577.3766	1674.7254	1,4-dihydroxy-6-naphthoate biosynthesis II
PWY-7373	0.0	7.6899	0.0	197.0303	7.8988	0.0	0.0	0.0	0.0	0.0	7.9226	7.7936	0.0	0.0	55.2843	0.0	0.0	0.0	0.0	0.0	7.9692	0.0	15.6742	0.0	superpathway of demethylmenaquinol-6 biosynthesis II
PWY-7374	1619.2920000000001	144.1345	1121.6286	866.3448	464.6532	0.0	834.2292	1298.4051	632.7933	353.7102	538.0525	184.9658	1221.3662	1685.6943	1016.0301	1308.8141	1373.1345	1232.9105	473.4773	1305.9378	1219.7031	2403.6641	359.9306	1259.4497	1,4-dihydroxy-6-naphthoate biosynthesis I
PWY-7376	0.0	0.0	0.0	0.0	0.0	0.0	18.4364	0.0	0.0	0.0	0.0	0.0	0.0	17.1855	11.4617	17.1847	0.0	352.05800000000005	901.9091	0.0	0.0	11.4647	28.6049	0.0	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)
PWY-7377	3834.9129	1671.5146	2386.4667	5795.0992	6196.0509999999995	6670.5426	2175.1872	10168.2385	172.0766	2878.1257	1798.6934	2386.7569	3026.6361	3163.7588	4011.2832	468.2052	1766.8494	453.4722	3509.9822	1300.8028	1712.9526	2994.4392	1940.3488	4263.1376	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)
PWY-7391	75.5154	0.0	0.0	0.0	0.0	0.0	279.6512	0.0	0.0	0.0	0.0	0.0	0.0	74.0807	69.2743	49.8524	15.0713	139.2212	67.12100000000001	0.0	28.3809	69.8156	0.0	10.3979	isoprene biosynthesis II (engineered)
PWY-7392	8441.8333	2600.8017	672.5881	12664.163	886.0235	16002.3395	10345.9005	7304.8412	11957.1411	9465.6106	17584.6743	11277.1817	5206.9494	4413.9316	6579.3436	5314.5518	2932.1062	22721.3401	3258.0409	1344.5105	8464.392	4330.053	7623.6277	7999.1104	taxadiene biosynthesis (engineered)
PWY-7400	35456.9387	17420.4647	35099.7064	24659.9803	28598.6195	30191.295	29980.8613	30676.2963	30911.5258	16691.9384	33124.8226	32937.1594	30979.6797	27539.9014	25831.4238	29444.6942	31579.0759	28243.7582	26826.7088	25656.605	29017.1042	33487.7984	30977.8457	28662.6603	L-arginine biosynthesis IV (archaebacteria)
PWY-7431	0.0	9.9949	56.5968	0.0	0.0	24.6494	66.6307	7.2503	0.0	29.8779	48.6959	78.4806	6.6657	0.7757	353.6886	10.8901	12.8784	0.0	0.0	260.2529	79.9386	0.0	36.6528	456.4832	aromatic biogenic amine degradation (bacteria)
PWY-7446	120.3999	7.4647	0.0	7.6263	11.9175	24.4105	880.5206	9.1574	0.7881	2902.1677	200.715	201.4666	0.3824	17.1988	11.6604	15.5392	0.3915	960.448	203.29	0.0	72.735	41.3686	37.4996	6.1566	sulfoglycolysis
PWY-7456	16316.4619	18313.9546	12820.23	22567.222999999998	24340.4523	30197.5557	17406.2033	35567.0634	19983.2976	6705.8914	21735.2355	21487.4541	17859.7757	24486.3912	13294.9262	17144.7005	20162.2543	19347.3681	20827.8918	25088.1365	21806.9983	19545.8418	21589.6141	14480.4018	mannan degradation
PWY-7527	0.0	2.7923	0.0	0.0	0.0	0.0	0.0	37.9033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-methionine salvage cycle III
PWY-7539	23811.7649	27680.4144	25618.6977	33736.4733	38776.7437	43806.5478	28390.0129	47817.0449	35255.3881	13276.8194	33992.9953	34385.0807	25580.8192	34678.3841	22676.7482	26114.9718	31038.7796	32300.3398	30144.0457	36734.3516	35458.2879	31867.9201	34581.9858	23150.8034	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)
PWY-7560	42356.9388	29805.542999999998	39532.6941	40942.2335	46609.3655	48019.6499	36961.7012	48158.5141	44128.1765	18116.0676	44043.6005	45486.3391	40553.3339	40405.8225	34193.7157	37209.0811	41904.0032	37772.8719	36800.5937	41688.4183	44484.4611	41352.2232	41498.318999999996	36369.5682	methylerythritol phosphate pathway II
PWY-7616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5999	2.25	0.0	23.6203	2.9824	0.0	0.0	2.7302	13.7692	0.0	methanol oxidation to carbon dioxide
PWY-7644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8435	0.0	13.0755	0.0	0.0	0.0	0.0	0.0	0.0	heparin degradation
PWY-7663	52336.1371	43538.6597	48045.624	56821.6464	68788.3023	68268.0374	47039.7623	67481.5053	59116.0662	24022.8063	52829.2647	58738.3988	51725.5941	56289.0995	42950.2005	47784.4855	52702.0789	52333.4449	48469.5349	57725.303	57251.3852	54539.462	57804.6653	43702.9626	gondoate biosynthesis (anaerobic)
PWY-7664	22022.8336	37923.2685	14799.9637	39194.4803	54531.3294	54782.7398	27216.6515	48132.1757	34954.284	14673.16	12125.1383	30063.2758	30539.7523	40086.6721	26106.8945	26477.9	21071.5022	29791.0091	27542.4446	40816.6689	36521.3585	32811.3163	42774.8412	6655.3026	oleate biosynthesis IV (anaerobic)
PWY-841	30863.2382	27268.8159	24557.7785	38289.4497	38994.0665	43290.1561	26818.1487	45240.764	34274.2196	17931.7073	32548.0931	33626.3683	27214.5625	33735.3633	24646.307	29561.0847	25024.5598	32897.849	32749.3899	34131.2695	37707.3832	25984.5369	36798.6995	17090.2737	superpathway of purine nucleotides de novo biosynthesis I
PWY-922	332.2294	222.8826	54.4378	11.1918	75.7481	214.0905	608.9348	8.9786	1.3999	2.7994	87.2059	45.8565	875.2417	91.6054	167.6042	64.0105	17.1396	2991.5819	80.2865	18.7284	67.1615	168.1656	1313.1121	54.1757	mevalonate pathway I
PWY0-1061	6374.8216	8011.4463	8678.4518	10078.6302	13209.9133	9067.9513	13733.7025	7575.8428	4619.8599	18949.5383	6325.0811	13689.845	9426.5903	11191.4836	10862.6304	12657.1812	8987.9976	12922.996000000001	16102.5245	6901.8896	14011.5215	3668.7129999999997	17791.2892	4964.0889	superpathway of L-alanine biosynthesis
PWY0-1241	2678.9348	1605.1987	1344.2757	6793.7599	2938.0648	5431.4697	5381.7985	4088.4321	5064.0896	11593.8514	4255.846	5036.4472	1931.6752	3662.1144	3910.9201	4023.0172	3501.7449	8892.6852	6284.8952	4063.3519	5060.0311	4872.0465	3370.8238	4121.4544	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis
PWY0-1261	16752.5196	12885.9791	23445.7033	23839.8376	17549.851000000002	17416.0971	24901.5405	22637.8663	28598.9215	13739.3824	27445.6125	34926.6239	24321.8837	22230.7731	23462.7037	18657.3036	27930.8289	26475.1706	21678.8599	23099.116	26659.7332	28673.101000000002	28754.4636	25459.661	anhydromuropeptides recycling
PWY0-1277	75.2108	2.0844	0.0	132.7573	7.5103	0.0	1453.1489	13.7186	0.8347	2238.1754	333.70099999999996	333.7745	0.4174	15.995999999999999	6.2571	17.714000000000002	28.2867	1390.6348	516.5689	0.0	144.8189	67.0639	62.9701	20.4687	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation
PWY0-1296	16460.5521	10197.9176	22502.1716	19278.5518	23307.7372	24092.6716	19531.495	17952.074	27407.242000000002	8664.1293	28201.3482	27966.5229	24284.4699	14896.9048	20836.8483	16173.5498	19736.2828	17760.2506	12079.2729	18082.4049	22081.4209	21279.6869	22942.734	23648.9419	purine ribonucleosides degradation
PWY0-1297	17440.3839	8131.0062	22437.3915	15035.6714	20515.5624	17466.8012	19344.5231	8616.5517	25618.9826	8681.2198	25138.9297	25196.5746	22594.4002	14187.8719	18769.4327	15853.3673	18217.8876	16923.56	12065.037	16085.896999999999	18982.8909	21339.7113	20944.8872	22026.7632	superpathway of purine deoxyribonucleosides degradation
PWY0-1298	25339.0004	8170.0128	24810.156000000003	15297.3768	20505.5799	17839.7678	20061.8429	13236.053999999998	25790.5149	8899.7736	24902.2578	25019.6678	22316.1898	14265.173999999999	18636.901	16188.4986	18082.8951	16911.6379	12166.4498	16037.1902	19031.1215	24274.5537	20639.2996	21660.8779	superpathway of pyrimidine deoxyribonucleosides degradation
PWY0-1319	45417.6966	27682.2809	45230.85	38769.8727	44503.619000000006	44473.9186	39359.799	43731.5109	47429.7155	21202.8518	48916.8926	48004.3365	44655.9712	38046.2605	36608.3985	40041.2135	42454.8935	39269.2953	35244.0141	39427.2014	45631.4662	44639.4787	42400.9551	39980.4207	CDP-diacylglycerol biosynthesis II
PWY0-1338	107.3768	98.8759	22.4179	87.2032	4.4988	0.0	1191.827	8.2474	11.8858	1950.9277	201.5137	201.4177	0.25	42.9749	30.9403	431.4124	198.33599999999998	1191.5048	407.2549	0.0	86.7031	44.9538	50.7823	12.7575	polymyxin resistance
PWY0-1415	1187.5723	3147.6659999999997	1806.4735	4590.3227	1333.5168	358.3195	2231.6445	2622.3896	2973.0361	4123.6648	2461.5522	2473.6749	479.0065	3237.0424	2499.0642	2266.3149	490.3608	3238.188	1342.6119	1275.9288	1986.3449	542.8871	2121.8563	647.563	superpathway of heme biosynthesis from uroporphyrinogen-III
PWY0-1479	3717.0259	4604.1754	4439.7992	6964.6062	2251.5332	168.1241	4061.0551	5880.1166	2707.4169	6348.7943	2915.4062	5338.3052	3917.7971	4851.1849	4014.4266	5555.0219	1812.9536	6451.5641	2638.0389	2534.0232	7754.2888	3623.978	8132.8238	1653.6002	tRNA processing
PWY0-1533	2717.9645	93.2096	259.4452	1122.7071	443.1888	70.6919	1600.8139	827.2557	688.105	4862.9869	815.6177	774.1812	262.0623	510.6968	323.8335	176.8414	504.8412	2028.7044	661.0872	0.0	199.4873	261.5548	133.3757	355.5572	methylphosphonate degradation I
PWY0-1586	21480.2952	12166.99	24324.2126	21107.8875	24628.1942	16715.8096	22527.3518	23846.892000000003	24593.5816	11784.6108	30534.5029	22365.8812	25664.2431	19540.7039	16547.0621	18852.9232	23129.058999999997	18808.1017	18315.2399	20828.9409	20994.7045	21308.5869	17958.6755	22891.2828	peptidoglycan maturation (meso-diaminopimelate containing)
PWY0-162	29733.9416	26605.1922	23932.8393	38466.4699	39444.2218	43890.2325	25937.5726	46405.8025	33198.6084	18272.4276	32346.8111	32854.4379	26446.8742	33364.2758	24379.1846	29750.272	23698.3193	31779.9646	32997.8475	34135.486000000004	37604.873999999996	24398.722	37518.1143	15879.0331	superpathway of pyrimidine ribonucleotides de novo biosynthesis
PWY0-166	23911.4595	14996.8857	19069.0387	26446.4769	22748.4631	21642.3795	20867.1965	24680.4517	22094.0883	13471.538	21382.2668	24424.2804	21093.5414	22510.5614	18579.9221	22390.0652	19912.4817	24035.0391	23220.1854	20170.5769	24019.5606	20493.5883	25422.8495	14148.9611	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)
PWY0-321	0.0	0.0	0.0	132.766	0.0	34.2375	23.2368	0.0	0.0	1824.4456	0.9665	0.0	0.0	0.0	0.0	1.5885	27.7513	3.8403	0.0	0.0	3.3554	5.6969	0.0	14.6303	phenylacetate degradation I (aerobic)
PWY0-41	306.1796	6.7216	28.9691	23.8179	307.99	258.0568	1264.7327	88.5453	46.6026	2204.6051	362.4421	391.0445	0.5998	30.4476	8.9237	20.9906	6.5405	1428.9996	449.6856	17.2341	269.274	78.1564	85.0199	48.1089	allantoin degradation IV (anaerobic)
PWY0-42	42.5883	2.0161	71.4782	80.0162	4.2387	1.2123	881.8816	37.4111	0.6613	1854.3235	164.9597	165.7121	0.2	11.3855	8.8162	11.4555	82.2786	944.2523	374.2794	0.0	215.9963	35.0651	36.818000000000005	4.0856	2-methylcitrate cycle I
PWY0-781	13339.8665	9496.8931	11552.5847	15823.4696	9637.1484	10371.3309	12607.295	9156.9434	7032.4851	9650.0082	11615.5863	16363.0326	10420.4833	11338.5657	13384.7944	14170.1281	6269.2888	17539.7296	9684.1798	6184.9976	13357.1973	9318.025	14477.3905	10768.7474	aspartate superpathway
PWY0-845	10366.5374	10282.9789	10203.7785	17445.8445	9997.2037	17575.6839	13613.97	11094.4103	16803.2043	12347.5373	23546.6901	17358.1408	9084.6583	16805.0306	7543.1829	9248.4667	18137.8797	14097.403	20680.8839	18633.2849	15560.7984	14395.4192	11852.6557	11955.8656	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage
PWY0-862	19852.2395	36516.1426	13141.8801	36564.9891	51930.1965	52184.7775	25034.0777	44930.4805	32133.6188	13603.6954	10643.4385	27350.1009	28143.9559	37486.3663	24139.3682	24257.7174	18898.1787	27405.0046	25276.8012	38111.4937	33901.6709	30226.8866	40215.2947	5802.347	(5Z)-dodec-5-enoate biosynthesis
PWY1G-0	7.4985	19.9952	0.0	0.4125	29.3667	22.1837	0.0	0.0	0.0	0.0	0.0	2.4999	0.0	0.0	3.7497	1.25	0.0	11.2482	1.25	0.0	3.7498	2.0874	69.9374	3.7495	mycothiol biosynthesis
